text,label
Meeting link shared on portal. See https://microsoft.com,0
Your order is confirmed on https://college.edu,0
Monthly statement available at https://irctc.co.in,0
Payment failed. Retry here: http://secure-update.co/3w4p9ogg,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/wgb7gx45,1
Visit our official site for updates: https://google.com,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/lqe2mdjr,1
KYC pending for HDFC. Update immediately at https://gift-claim.org/k42mgidh,1
Class notice posted at https://google.com,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/l96ir7b3,1
Meeting link shared on portal. See https://amazon.in,0
Your order is confirmed on https://college.edu,0
Payment failed. Retry here: http://gift-claim.org/er8t0anp,1
Monthly statement available at https://microsoft.com,0
Your order is confirmed on https://google.com,0
Meeting link shared on portal. See https://irctc.co.in,0
Class notice posted at https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/olc04z1z,1
Class notice posted at https://company.com,0
Visit our official site for updates: https://company.com,0
Monthly statement available at https://microsoft.com,0
Monthly statement available at https://microsoft.com,0
Your Amazon account is locked. Verify now: http://account-check.net/6aeegu2n,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/u3tqjye0,1
Your order is confirmed on https://microsoft.com,0
Your SBI account is locked. Verify now: http://account-check.net/p0c379kf,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/vqqgs361,1
Your Amazon account is locked. Verify now: http://verify-login.net/1l0ksb28,1
Class notice posted at https://amazon.in,0
Your Amazon account is locked. Verify now: http://pay-now.in/96ci5xsw,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/spzqwq89,1
Your Flipkart account is locked. Verify now: http://pay-now.in/nba9wfvm,1
Class notice posted at https://google.com,0
KYC pending for HDFC. Update immediately at https://trackparcel.in/8p5rgaog,1
Class notice posted at https://google.com,0
Your Microsoft account is locked. Verify now: http://secure-update.co/cnvqdyfo,1
Your Google account is locked. Verify now: http://gift-claim.org/9oqb5uh0,1
KYC pending for Flipkart. Update immediately at https://pay-now.in/zr04mrpe,1
Your order is confirmed on https://microsoft.com,0
Meeting link shared on portal. See https://company.com,0
Visit our official site for updates: https://google.com,0
Payment failed. Retry here: http://verify-login.net/bt6hsqnp,1
Monthly statement available at https://google.com,0
KYC pending for Netflix. Update immediately at https://pay-now.in/2zn8ncss,1
Monthly statement available at https://amazon.in,0
You won a reward from Paytm! Claim: https://gift-claim.org/fyafb2tg,1
KYC pending for Microsoft. Update immediately at https://gift-claim.org/flwgimtf,1
Monthly statement available at https://amazon.in,0
Visit our official site for updates: https://company.com,0
Your order is confirmed on https://college.edu,0
Your Flipkart account is locked. Verify now: http://trackparcel.in/eekteowf,1
You won a reward from WhatsApp! Claim: https://verify-login.net/voccyg01,1
KYC pending for HDFC. Update immediately at https://secure-update.co/ficaea64,1
Visit our official site for updates: https://company.com,0
Meeting link shared on portal. See https://college.edu,0
Your order is confirmed on https://google.com,0
You won a reward from Microsoft! Claim: https://trackparcel.in/dnwfszhy,1
Meeting link shared on portal. See https://google.com,0
Your order is confirmed on https://irctc.co.in,0
Your order is confirmed on https://microsoft.com,0
You won a reward from SBI! Claim: https://trackparcel.in/1a1e44hu,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/16ffl56s,1
Meeting link shared on portal. See https://amazon.in,0
Your WhatsApp account is locked. Verify now: http://trackparcel.in/lm8u7sfi,1
Meeting link shared on portal. See https://amazon.in,0
Meeting link shared on portal. See https://amazon.in,0
Monthly statement available at https://amazon.in,0
You won a reward from Flipkart! Claim: https://pay-now.in/2oab9zar,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/ju885zln,1
Meeting link shared on portal. See https://google.com,0
You won a reward from HDFC! Claim: https://secure-update.co/lho3mtsy,1
Your order is confirmed on https://google.com,0
Visit our official site for updates: https://irctc.co.in,0
Class notice posted at https://amazon.in,0
Payment failed. Retry here: http://verify-login.net/1zkw46lw,1
You won a reward from WhatsApp! Claim: https://pay-now.in/w06a0pxs,1
You won a reward from SBI! Claim: https://verify-login.net/3ytcdg11,1
Your Google account is locked. Verify now: http://gift-claim.org/2unvve5k,1
KYC pending for HDFC. Update immediately at https://pay-now.in/yrxjiisk,1
Monthly statement available at https://google.com,0
Your WhatsApp account is locked. Verify now: http://secure-update.co/go363ll7,1
Your Google account is locked. Verify now: http://trackparcel.in/ep6ft2r4,1
KYC pending for HDFC. Update immediately at https://gift-claim.org/5ws3xc0y,1
Meeting link shared on portal. See https://company.com,0
Payment failed. Retry here: http://gift-claim.org/9m21bvqc,1
You won a reward from Flipkart! Claim: https://secure-update.co/scbvz6vh,1
Your Paytm account is locked. Verify now: http://gift-claim.org/d63tbp1d,1
Monthly statement available at https://microsoft.com,0
Payment failed. Retry here: http://account-check.net/a68nbtbm,1
Your order is confirmed on https://google.com,0
Your order is confirmed on https://google.com,0
Payment failed. Retry here: http://gift-claim.org/7di43cj3,1
Your order is confirmed on https://irctc.co.in,0
You won a reward from Google! Claim: https://gift-claim.org/ees69zlb,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/20fj9e00,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/20gzmpcc,1
Your order is confirmed on https://amazon.in,0
Monthly statement available at https://company.com,0
Payment failed. Retry here: http://pay-now.in/lbaq7y1w,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/uxkx6op1,1
Meeting link shared on portal. See https://microsoft.com,0
Meeting link shared on portal. See https://amazon.in,0
Your SBI account is locked. Verify now: http://gift-claim.org/hkeh03lm,1
Meeting link shared on portal. See https://google.com,0
You won a reward from SBI! Claim: https://gift-claim.org/r5knl4by,1
KYC pending for ICICI. Update immediately at https://trackparcel.in/0rbzeh5w,1
Meeting link shared on portal. See https://irctc.co.in,0
KYC pending for Google. Update immediately at https://pay-now.in/jeqgjha6,1
Visit our official site for updates: https://google.com,0
Visit our official site for updates: https://irctc.co.in,0
Your HDFC account is locked. Verify now: http://secure-update.co/dh3itzrf,1
Monthly statement available at https://irctc.co.in,0
Monthly statement available at https://google.com,0
Your order is confirmed on https://amazon.in,0
KYC pending for ICICI. Update immediately at https://account-check.net/sispf13c,1
Meeting link shared on portal. See https://college.edu,0
Payment failed. Retry here: http://pay-now.in/si13bjyt,1
KYC pending for Netflix. Update immediately at https://account-check.net/eu42br1k,1
Your order is confirmed on https://college.edu,0
You won a reward from WhatsApp! Claim: https://account-check.net/xsco5xoc,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/h21dypps,1
KYC pending for ICICI. Update immediately at https://pay-now.in/yzwapi9p,1
You won a reward from HDFC! Claim: https://verify-login.net/7rdb87yj,1
Your order is confirmed on https://microsoft.com,0
KYC pending for HDFC. Update immediately at https://verify-login.net/f9u0ketu,1
Payment failed. Retry here: http://pay-now.in/7w6piy70,1
You won a reward from ICICI! Claim: https://verify-login.net/yqe29nt5,1
Meeting link shared on portal. See https://google.com,0
Monthly statement available at https://irctc.co.in,0
Your order is confirmed on https://college.edu,0
Payment failed. Retry here: http://pay-now.in/4p8fmti5,1
Your Paytm account is locked. Verify now: http://verify-login.net/j8knfa0l,1
Your order is confirmed on https://google.com,0
Visit our official site for updates: https://amazon.in,0
Monthly statement available at https://college.edu,0
Monthly statement available at https://amazon.in,0
Class notice posted at https://microsoft.com,0
KYC pending for SBI. Update immediately at https://gift-claim.org/q4vxmugp,1
Meeting link shared on portal. See https://microsoft.com,0
You won a reward from Paytm! Claim: https://account-check.net/8bx6p37h,1
Monthly statement available at https://microsoft.com,0
Your WhatsApp account is locked. Verify now: http://account-check.net/5peroluy,1
Visit our official site for updates: https://college.edu,0
You won a reward from Google! Claim: https://secure-update.co/y9r57apa,1
Courier fee ₹49 pending. Pay now: http://account-check.net/upuh1yvj,1
KYC pending for Paytm. Update immediately at https://trackparcel.in/f24fixjz,1
Monthly statement available at https://company.com,0
Your Flipkart account is locked. Verify now: http://pay-now.in/8lu8exdj,1
Meeting link shared on portal. See https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://account-check.net/k6t7e0pr,1
Your WhatsApp account is locked. Verify now: http://secure-update.co/yc7tz9qg,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/r203mu9h,1
Your order is confirmed on https://company.com,0
Your order is confirmed on https://amazon.in,0
Your order is confirmed on https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://account-check.net/frzkbc1o,1
KYC pending for Microsoft. Update immediately at https://secure-update.co/747qdvo8,1
Your ICICI account is locked. Verify now: http://secure-update.co/e2mievz2,1
Your ICICI account is locked. Verify now: http://account-check.net/2yvhnz4o,1
Visit our official site for updates: https://google.com,0
Monthly statement available at https://company.com,0
Monthly statement available at https://college.edu,0
Payment failed. Retry here: http://secure-update.co/p3j4oeki,1
Visit our official site for updates: https://college.edu,0
Visit our official site for updates: https://google.com,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/cs559jfj,1
Payment failed. Retry here: http://pay-now.in/s3vsgjek,1
You won a reward from HDFC! Claim: https://trackparcel.in/9nyx4zh4,1
Your SBI account is locked. Verify now: http://verify-login.net/0t34mvyv,1
Meeting link shared on portal. See https://irctc.co.in,0
Meeting link shared on portal. See https://company.com,0
Monthly statement available at https://google.com,0
Meeting link shared on portal. See https://microsoft.com,0
Visit our official site for updates: https://google.com,0
Payment failed. Retry here: http://pay-now.in/6frxzoad,1
Your SBI account is locked. Verify now: http://account-check.net/jmzrt8sl,1
Your order is confirmed on https://amazon.in,0
Your SBI account is locked. Verify now: http://gift-claim.org/15xevku2,1
Meeting link shared on portal. See https://company.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/kjyddnv1,1
Class notice posted at https://company.com,0
KYC pending for Netflix. Update immediately at https://pay-now.in/ltkq0ahk,1
Payment failed. Retry here: http://account-check.net/8cgf28j3,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/qo3pngc8,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/sln6pwey,1
KYC pending for Google. Update immediately at https://secure-update.co/9c7qoiu9,1
Visit our official site for updates: https://college.edu,0
Monthly statement available at https://company.com,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/8fzjq58a,1
Your order is confirmed on https://google.com,0
KYC pending for Microsoft. Update immediately at https://pay-now.in/x6kdryyo,1
You won a reward from Paytm! Claim: https://gift-claim.org/34ul3p36,1
You won a reward from HDFC! Claim: https://pay-now.in/ka7bln71,1
Your Netflix account is locked. Verify now: http://pay-now.in/iep9m640,1
Payment failed. Retry here: http://verify-login.net/strburq1,1
Visit our official site for updates: https://google.com,0
You won a reward from ICICI! Claim: https://pay-now.in/ur9u85zk,1
KYC pending for Google. Update immediately at https://gift-claim.org/yy43bzcw,1
Class notice posted at https://college.edu,0
Your ICICI account is locked. Verify now: http://trackparcel.in/jlbcu5tw,1
Visit our official site for updates: https://irctc.co.in,0
Payment failed. Retry here: http://verify-login.net/jpg666fn,1
Class notice posted at https://microsoft.com,0
Meeting link shared on portal. See https://microsoft.com,0
Monthly statement available at https://irctc.co.in,0
Class notice posted at https://college.edu,0
Courier fee ₹49 pending. Pay now: http://account-check.net/nfpaan6h,1
You won a reward from Amazon! Claim: https://account-check.net/zh863gxv,1
You won a reward from SBI! Claim: https://pay-now.in/5oli8p93,1
Class notice posted at https://microsoft.com,0
Class notice posted at https://google.com,0
Your order is confirmed on https://microsoft.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/8rzh3pyb,1
You won a reward from Netflix! Claim: https://gift-claim.org/9rtuo8gq,1
Your order is confirmed on https://google.com,0
You won a reward from SBI! Claim: https://gift-claim.org/hb3y6nsj,1
KYC pending for Google. Update immediately at https://verify-login.net/1tte7woz,1
KYC pending for Paytm. Update immediately at https://pay-now.in/nyuvmuke,1
Your Microsoft account is locked. Verify now: http://pay-now.in/syprdwy9,1
Visit our official site for updates: https://microsoft.com,0
Your order is confirmed on https://irctc.co.in,0
Payment failed. Retry here: http://account-check.net/8eni7v20,1
Payment failed. Retry here: http://account-check.net/t9ojbphl,1
Visit our official site for updates: https://google.com,0
You won a reward from HDFC! Claim: https://account-check.net/rvtpy8d9,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/a9f70db7,1
Visit our official site for updates: https://company.com,0
You won a reward from HDFC! Claim: https://account-check.net/u85p6i84,1
Monthly statement available at https://microsoft.com,0
You won a reward from Google! Claim: https://account-check.net/8v6oer14,1
Payment failed. Retry here: http://secure-update.co/hlpwpmvz,1
Monthly statement available at https://irctc.co.in,0
Payment failed. Retry here: http://verify-login.net/1aibhvd2,1
KYC pending for HDFC. Update immediately at https://verify-login.net/d5vkpnen,1
Payment failed. Retry here: http://verify-login.net/54k2ntsr,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/laz3lo7v,1
Meeting link shared on portal. See https://irctc.co.in,0
KYC pending for HDFC. Update immediately at https://secure-update.co/pj6pvypo,1
You won a reward from Flipkart! Claim: https://verify-login.net/z8pu1eh8,1
Class notice posted at https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/oom5qsis,1
Payment failed. Retry here: http://secure-update.co/5krjn1qo,1
Class notice posted at https://amazon.in,0
Visit our official site for updates: https://irctc.co.in,0
Monthly statement available at https://company.com,0
Meeting link shared on portal. See https://college.edu,0
You won a reward from Microsoft! Claim: https://account-check.net/9anzrcy0,1
Meeting link shared on portal. See https://amazon.in,0
Your Amazon account is locked. Verify now: http://account-check.net/11hff7gx,1
Your order is confirmed on https://google.com,0
KYC pending for ICICI. Update immediately at https://secure-update.co/q3vncbuz,1
Your Amazon account is locked. Verify now: http://account-check.net/6qf51sp2,1
KYC pending for Netflix. Update immediately at https://secure-update.co/cse4glcg,1
You won a reward from Amazon! Claim: https://secure-update.co/wh46ewi0,1
Your order is confirmed on https://google.com,0
Class notice posted at https://college.edu,0
You won a reward from HDFC! Claim: https://secure-update.co/nihjdu4y,1
Your order is confirmed on https://amazon.in,0
Your Netflix account is locked. Verify now: http://secure-update.co/g3ur58wj,1
Courier fee ₹49 pending. Pay now: http://account-check.net/reyrrq4l,1
Your HDFC account is locked. Verify now: http://verify-login.net/0myoaj7g,1
Your order is confirmed on https://amazon.in,0
Class notice posted at https://irctc.co.in,0
Meeting link shared on portal. See https://college.edu,0
Monthly statement available at https://google.com,0
Your ICICI account is locked. Verify now: http://gift-claim.org/5rp7xtgz,1
Your Paytm account is locked. Verify now: http://verify-login.net/h0rh7a5t,1
Visit our official site for updates: https://amazon.in,0
Class notice posted at https://company.com,0
Payment failed. Retry here: http://trackparcel.in/esxetlf0,1
Payment failed. Retry here: http://trackparcel.in/0w60vyhy,1
Visit our official site for updates: https://amazon.in,0
Payment failed. Retry here: http://account-check.net/1954wru7,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/sdvahp3u,1
Class notice posted at https://microsoft.com,0
Your Netflix account is locked. Verify now: http://gift-claim.org/d0scq9py,1
You won a reward from ICICI! Claim: https://account-check.net/e66r3ub6,1
Your order is confirmed on https://company.com,0
KYC pending for Microsoft. Update immediately at https://pay-now.in/nijm1sce,1
You won a reward from Flipkart! Claim: https://trackparcel.in/9ty9m6z6,1
Your order is confirmed on https://company.com,0
Visit our official site for updates: https://amazon.in,0
Your order is confirmed on https://irctc.co.in,0
KYC pending for Paytm. Update immediately at https://account-check.net/u59ukqtk,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/v1h16tmu,1
Class notice posted at https://google.com,0
Your Google account is locked. Verify now: http://verify-login.net/81sekqip,1
Payment failed. Retry here: http://verify-login.net/wrpjn882,1
Visit our official site for updates: https://google.com,0
Visit our official site for updates: https://amazon.in,0
Payment failed. Retry here: http://account-check.net/rlem33i8,1
Monthly statement available at https://company.com,0
KYC pending for Amazon. Update immediately at https://gift-claim.org/uonap7l3,1
Your ICICI account is locked. Verify now: http://secure-update.co/dm1uwn70,1
Your SBI account is locked. Verify now: http://secure-update.co/doraf9hx,1
Payment failed. Retry here: http://trackparcel.in/hl43cypb,1
Meeting link shared on portal. See https://company.com,0
Payment failed. Retry here: http://pay-now.in/6uu881c8,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/9twpe5un,1
Visit our official site for updates: https://google.com,0
Your order is confirmed on https://irctc.co.in,0
Your order is confirmed on https://college.edu,0
Visit our official site for updates: https://amazon.in,0
Class notice posted at https://college.edu,0
KYC pending for Flipkart. Update immediately at https://gift-claim.org/6xtipke4,1
Meeting link shared on portal. See https://company.com,0
You won a reward from Paytm! Claim: https://pay-now.in/rxzkx9c7,1
Meeting link shared on portal. See https://college.edu,0
Your order is confirmed on https://college.edu,0
Class notice posted at https://company.com,0
Payment failed. Retry here: http://trackparcel.in/zcmaguat,1
Class notice posted at https://google.com,0
Payment failed. Retry here: http://pay-now.in/hzy4ce55,1
Class notice posted at https://microsoft.com,0
Courier fee ₹49 pending. Pay now: http://account-check.net/uuvk07kg,1
Visit our official site for updates: https://irctc.co.in,0
Monthly statement available at https://microsoft.com,0
KYC pending for Netflix. Update immediately at https://gift-claim.org/w6kody33,1
Monthly statement available at https://google.com,0
KYC pending for Amazon. Update immediately at https://trackparcel.in/57x4c6uz,1
Monthly statement available at https://college.edu,0
Class notice posted at https://amazon.in,0
Class notice posted at https://irctc.co.in,0
Visit our official site for updates: https://google.com,0
Meeting link shared on portal. See https://company.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/u4e7jhfb,1
KYC pending for WhatsApp. Update immediately at https://account-check.net/byozkenx,1
KYC pending for Flipkart. Update immediately at https://gift-claim.org/1knploi1,1
Visit our official site for updates: https://google.com,0
Visit our official site for updates: https://company.com,0
Your WhatsApp account is locked. Verify now: http://secure-update.co/qmp6h9my,1
Meeting link shared on portal. See https://microsoft.com,0
Your SBI account is locked. Verify now: http://gift-claim.org/rbu9oezw,1
Class notice posted at https://company.com,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/cd50t89j,1
KYC pending for Flipkart. Update immediately at https://gift-claim.org/cgttfowe,1
Payment failed. Retry here: http://secure-update.co/jdyev0qe,1
Meeting link shared on portal. See https://microsoft.com,0
Visit our official site for updates: https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/2s4wep5k,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/7xy3adgp,1
KYC pending for WhatsApp. Update immediately at https://pay-now.in/kyassrco,1
Class notice posted at https://irctc.co.in,0
Meeting link shared on portal. See https://irctc.co.in,0
You won a reward from WhatsApp! Claim: https://gift-claim.org/wscnsgg0,1
Monthly statement available at https://google.com,0
Monthly statement available at https://company.com,0
KYC pending for Google. Update immediately at https://trackparcel.in/s1efyio1,1
Your order is confirmed on https://company.com,0
Class notice posted at https://microsoft.com,0
Payment failed. Retry here: http://pay-now.in/wlwaia1a,1
You won a reward from Paytm! Claim: https://gift-claim.org/9xq50zh6,1
Your Paytm account is locked. Verify now: http://gift-claim.org/dqno0lhh,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/5sgxj9g0,1
Monthly statement available at https://college.edu,0
Courier fee ₹49 pending. Pay now: http://account-check.net/evigex5e,1
Payment failed. Retry here: http://verify-login.net/t3rfzdjn,1
Payment failed. Retry here: http://pay-now.in/tbbk8mls,1
Visit our official site for updates: https://amazon.in,0
Payment failed. Retry here: http://pay-now.in/n8hvc1zc,1
Meeting link shared on portal. See https://college.edu,0
Class notice posted at https://company.com,0
Courier fee ₹49 pending. Pay now: http://account-check.net/aavy6ntq,1
KYC pending for Google. Update immediately at https://pay-now.in/7q58stic,1
Monthly statement available at https://google.com,0
KYC pending for HDFC. Update immediately at https://gift-claim.org/53wcm62x,1
Class notice posted at https://company.com,0
Payment failed. Retry here: http://verify-login.net/buiwlndv,1
Your WhatsApp account is locked. Verify now: http://secure-update.co/or9qbedd,1
Visit our official site for updates: https://google.com,0
Meeting link shared on portal. See https://google.com,0
Monthly statement available at https://company.com,0
Visit our official site for updates: https://microsoft.com,0
Class notice posted at https://college.edu,0
KYC pending for Flipkart. Update immediately at https://trackparcel.in/2i9faxvu,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/bc5l7lbm,1
KYC pending for Amazon. Update immediately at https://secure-update.co/3iomydyi,1
Your order is confirmed on https://company.com,0
Visit our official site for updates: https://company.com,0
Class notice posted at https://irctc.co.in,0
Visit our official site for updates: https://company.com,0
Class notice posted at https://college.edu,0
Visit our official site for updates: https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/fk6lccnl,1
Monthly statement available at https://google.com,0
Your order is confirmed on https://amazon.in,0
Your order is confirmed on https://company.com,0
Monthly statement available at https://amazon.in,0
Payment failed. Retry here: http://gift-claim.org/nvbozmot,1
Visit our official site for updates: https://company.com,0
You won a reward from SBI! Claim: https://verify-login.net/olll6f35,1
Monthly statement available at https://google.com,0
Visit our official site for updates: https://company.com,0
Visit our official site for updates: https://google.com,0
Monthly statement available at https://amazon.in,0
Your Amazon account is locked. Verify now: http://trackparcel.in/hbzfuhbl,1
Visit our official site for updates: https://irctc.co.in,0
Class notice posted at https://company.com,0
Visit our official site for updates: https://college.edu,0
Payment failed. Retry here: http://gift-claim.org/u54fnq74,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/mri76lb0,1
Your Google account is locked. Verify now: http://verify-login.net/g7k9iwx9,1
Your order is confirmed on https://irctc.co.in,0
Visit our official site for updates: https://irctc.co.in,0
KYC pending for ICICI. Update immediately at https://pay-now.in/jf23qe3y,1
Payment failed. Retry here: http://pay-now.in/me878jqb,1
Payment failed. Retry here: http://trackparcel.in/35za1u7w,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/idvrk6ug,1
Meeting link shared on portal. See https://microsoft.com,0
You won a reward from WhatsApp! Claim: https://gift-claim.org/19kn4vyt,1
Payment failed. Retry here: http://verify-login.net/bonugw64,1
Payment failed. Retry here: http://account-check.net/4qcwl11y,1
Monthly statement available at https://google.com,0
Meeting link shared on portal. See https://amazon.in,0
You won a reward from HDFC! Claim: https://secure-update.co/jdcyal8b,1
Visit our official site for updates: https://amazon.in,0
Visit our official site for updates: https://irctc.co.in,0
You won a reward from Google! Claim: https://secure-update.co/2yltba11,1
KYC pending for Flipkart. Update immediately at https://verify-login.net/x2hioxho,1
Your order is confirmed on https://irctc.co.in,0
Payment failed. Retry here: http://pay-now.in/s2uafnuu,1
Your order is confirmed on https://irctc.co.in,0
Class notice posted at https://amazon.in,0
Meeting link shared on portal. See https://google.com,0
Your order is confirmed on https://college.edu,0
Your ICICI account is locked. Verify now: http://secure-update.co/pd70gb6t,1
Your order is confirmed on https://google.com,0
Courier fee ₹49 pending. Pay now: http://account-check.net/ade6vphn,1
Visit our official site for updates: https://college.edu,0
Your order is confirmed on https://microsoft.com,0
You won a reward from Google! Claim: https://pay-now.in/v7wlio4q,1
You won a reward from Google! Claim: https://verify-login.net/bqpd9evj,1
Meeting link shared on portal. See https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/ktfeio6c,1
Class notice posted at https://irctc.co.in,0
Your order is confirmed on https://microsoft.com,0
Courier fee ₹49 pending. Pay now: http://account-check.net/71swe0bx,1
Class notice posted at https://amazon.in,0
Your Paytm account is locked. Verify now: http://trackparcel.in/1lt2y737,1
Your WhatsApp account is locked. Verify now: http://gift-claim.org/hc1p2lv3,1
Your order is confirmed on https://college.edu,0
Class notice posted at https://google.com,0
You won a reward from HDFC! Claim: https://verify-login.net/vje5kg1q,1
Meeting link shared on portal. See https://irctc.co.in,0
Meeting link shared on portal. See https://company.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/esrzsypy,1
Class notice posted at https://microsoft.com,0
Visit our official site for updates: https://google.com,0
Your order is confirmed on https://college.edu,0
Your Microsoft account is locked. Verify now: http://trackparcel.in/fwngzfzx,1
Meeting link shared on portal. See https://google.com,0
Your Google account is locked. Verify now: http://pay-now.in/q2dna45y,1
KYC pending for Netflix. Update immediately at https://gift-claim.org/kse1dxxx,1
You won a reward from Amazon! Claim: https://account-check.net/cp9g93da,1
Class notice posted at https://google.com,0
Class notice posted at https://company.com,0
KYC pending for Paytm. Update immediately at https://account-check.net/l05xazzj,1
Payment failed. Retry here: http://gift-claim.org/f65yv72k,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/rqqwixbh,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/nffw644j,1
Meeting link shared on portal. See https://irctc.co.in,0
Payment failed. Retry here: http://trackparcel.in/4039vny7,1
Your Google account is locked. Verify now: http://verify-login.net/c8fmhu8v,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/9ohd87jd,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/fgulyn94,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/ppem3pta,1
Your order is confirmed on https://college.edu,0
Payment failed. Retry here: http://secure-update.co/ez1r5qju,1
Your order is confirmed on https://irctc.co.in,0
You won a reward from Google! Claim: https://pay-now.in/tlfz4tj0,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/mg1ypsqg,1
Your Flipkart account is locked. Verify now: http://trackparcel.in/usqv1q4d,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/0v8l8zic,1
You won a reward from Google! Claim: https://pay-now.in/3do5g72i,1
Meeting link shared on portal. See https://college.edu,0
Your SBI account is locked. Verify now: http://gift-claim.org/4h6y4u0q,1
Visit our official site for updates: https://college.edu,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/yssmnydv,1
You won a reward from Flipkart! Claim: https://account-check.net/paqm7amf,1
Your Netflix account is locked. Verify now: http://secure-update.co/rtaixzfw,1
You won a reward from Microsoft! Claim: https://gift-claim.org/pxqxlqp8,1
Visit our official site for updates: https://google.com,0
Payment failed. Retry here: http://verify-login.net/c8vttze6,1
Your order is confirmed on https://amazon.in,0
KYC pending for Google. Update immediately at https://account-check.net/rztg3igc,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/v39uetbw,1
Meeting link shared on portal. See https://college.edu,0
Your order is confirmed on https://college.edu,0
Monthly statement available at https://company.com,0
Your Flipkart account is locked. Verify now: http://gift-claim.org/gin600l0,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/x31xz80a,1
Your order is confirmed on https://google.com,0
You won a reward from Flipkart! Claim: https://pay-now.in/ichooait,1
Your ICICI account is locked. Verify now: http://verify-login.net/jlk78fsa,1
Meeting link shared on portal. See https://microsoft.com,0
Monthly statement available at https://google.com,0
KYC pending for Google. Update immediately at https://pay-now.in/agywvywb,1
Monthly statement available at https://microsoft.com,0
You won a reward from WhatsApp! Claim: https://verify-login.net/bmpzf4hc,1
Class notice posted at https://college.edu,0
KYC pending for Amazon. Update immediately at https://gift-claim.org/6gnuqgkv,1
Payment failed. Retry here: http://verify-login.net/eq87uxmo,1
KYC pending for ICICI. Update immediately at https://gift-claim.org/520h8yxh,1
Meeting link shared on portal. See https://amazon.in,0
KYC pending for ICICI. Update immediately at https://trackparcel.in/zcwtm1wz,1
Visit our official site for updates: https://microsoft.com,0
Class notice posted at https://irctc.co.in,0
Visit our official site for updates: https://amazon.in,0
KYC pending for ICICI. Update immediately at https://account-check.net/b3slyjn6,1
Meeting link shared on portal. See https://microsoft.com,0
Your order is confirmed on https://microsoft.com,0
You won a reward from WhatsApp! Claim: https://verify-login.net/itrg89zs,1
You won a reward from Google! Claim: https://secure-update.co/xi04k7z4,1
Your ICICI account is locked. Verify now: http://trackparcel.in/0wrhq6l8,1
Your order is confirmed on https://company.com,0
You won a reward from Flipkart! Claim: https://account-check.net/r5kjdwat,1
Meeting link shared on portal. See https://amazon.in,0
Your order is confirmed on https://company.com,0
KYC pending for Amazon. Update immediately at https://gift-claim.org/whod6zez,1
Your order is confirmed on https://company.com,0
Your Flipkart account is locked. Verify now: http://pay-now.in/zj1slwt8,1
Your order is confirmed on https://irctc.co.in,0
